Episode,Turn,User Query,Bot Response,Expected Response,Reward,Done
254,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
254,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
254,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
255,1,do you love me?,Hello! How can I help you today?,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
255,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
255,3,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
256,1,hi darling,I'm sorry to hear that. Let me check the tracking info for you.,"I'm just a bot, but I’m here to help you!",-1,False
256,2,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
257,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
258,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
259,1,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
259,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
259,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
260,1,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
260,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
260,3,do you love me?,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
261,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
261,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
261,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
262,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
262,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
262,3,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
263,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
263,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
263,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
264,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
264,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
264,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
265,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
265,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
265,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
266,1,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
266,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
266,3,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
267,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
267,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
267,3,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
268,1,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
268,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
268,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
269,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
269,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
269,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
270,1,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
270,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
270,3,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,True
271,1,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
271,2,where is my order?,"Sure, I can help you cancel your order.",I'm sorry to hear that. Let me check the tracking info for you.,-1,False
271,3,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
272,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
272,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
272,3,hi darling,"Yes, we offer a 30-day refund policy for eligible returns.","I'm just a bot, but I’m here to help you!",-1,True
273,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
273,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
273,3,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
274,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
274,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
274,3,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
275,1,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
275,2,do you love me?,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
275,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
276,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
276,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
276,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
277,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
277,2,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
278,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
278,2,do you love me?,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
278,3,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
279,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
279,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
279,3,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
280,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
280,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
280,3,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
281,1,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
281,2,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
281,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
282,1,business hours?,Hello! How can I help you today?,"Our business hours are 9 AM to 5 PM, Monday to Friday.",-1,False
282,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
282,3,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
283,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
283,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
283,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
284,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
284,2,hi darling,"Yes, we offer a 30-day refund policy for eligible returns.","I'm just a bot, but I’m here to help you!",-1,False
284,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
285,1,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
285,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
285,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
286,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
286,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
286,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
287,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
287,2,do you love me?,I'm sorry to hear that. Let me check the tracking info for you.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
287,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
288,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
288,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
288,3,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
289,1,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
289,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
289,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
290,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
290,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
290,3,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
291,1,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
291,2,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
291,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
292,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
292,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
292,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
293,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
294,1,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
294,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
294,3,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,True
295,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
295,2,do you love me?,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
295,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
296,1,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
296,2,how to reset password?,"Yes, we offer a 30-day refund policy for eligible returns.",You can reset your password using the link we sent to your email.,-1,False
296,3,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
297,1,hi darling,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,False
297,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
297,3,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
298,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
298,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
298,3,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,True
299,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
299,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
299,3,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
300,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
301,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
301,2,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
301,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
302,1,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
302,2,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
302,3,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
303,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
303,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
303,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
304,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
304,2,thanks,"I'm just a bot, but I’m here to help you!",You're welcome! Have a great day!,-1,True
305,1,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
305,2,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
305,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
306,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
306,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
306,3,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
307,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
307,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
307,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
308,1,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
308,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
308,3,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
309,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
309,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
309,3,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
310,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
310,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
310,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
311,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
311,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
311,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
312,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
312,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
312,3,how to reset password?,"Sure, I can help you cancel your order.",You can reset your password using the link we sent to your email.,-1,True
313,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
313,2,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
314,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
314,2,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
314,3,forgot my password,Hello! How can I help you today?,You can reset your password using the link we sent to your email.,-1,True
315,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
315,2,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
315,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
316,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
316,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
316,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
317,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
317,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
317,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
318,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
318,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
318,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
319,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
319,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
319,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
320,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
320,2,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
320,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
321,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
321,2,do you love me?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
321,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
322,1,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
322,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
322,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
323,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
323,2,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
323,3,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
324,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
324,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
324,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
325,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
325,2,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
325,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
326,1,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
326,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
326,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
327,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
327,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
327,3,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
328,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
328,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
328,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
329,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
329,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
329,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
330,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
330,2,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
330,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
331,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
331,2,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
331,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
332,1,hi darling,I'm sorry to hear that. Let me check the tracking info for you.,"I'm just a bot, but I’m here to help you!",-1,False
332,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
332,3,return an item,I'm sorry to hear that. Let me check the tracking info for you.,"Yes, we offer a 30-day refund policy for eligible returns.",-1,True
333,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
333,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
333,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
334,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
334,2,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
334,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
335,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
335,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
335,3,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
336,1,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
336,2,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
336,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
337,1,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
337,2,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
337,3,do you love me?,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
338,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
338,2,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
338,3,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,True
339,1,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
339,2,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
339,3,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
340,1,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
340,2,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
340,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
341,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
341,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
341,3,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
342,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
342,2,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
342,3,return an item,"Sure, I can help you cancel your order.","Yes, we offer a 30-day refund policy for eligible returns.",-1,True
343,1,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
343,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
343,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
344,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
344,2,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
344,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
345,1,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
345,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
345,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
346,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
346,2,do you love me?,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
346,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
347,1,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
347,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
347,3,return an item,"Sure, I can help you cancel your order.","Yes, we offer a 30-day refund policy for eligible returns.",-1,True
348,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
348,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
348,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
